"法人番号","商号または名称","商号または名称（カナ）","商号または名称（英字）","登記記録の閉鎖等年月日","登記記録の閉鎖等の事由","登記住所","郵便番号","都道府県","都道府県コード","市区町村（郡）","市区町村コード","番地以下","組織種別","処理区分","訂正区分","状態","代表者名称","資本金","従業員数","企業規模詳細(男性)","企業規模詳細(女性)","事業概要","WebサイトURL","創業年","事業種目","設立年月日","全省庁統一資格-資格等級","全省庁統一資格-営業品目","更新年月日","キー情報","データ品質","データ品質-代表者名称","データ品質-資本金","データ品質-従業員数","データ品質-企業規模詳細(男性)","データ品質-企業規模詳細(女性)","データ品質-事業概要","データ品質-WebサイトURL","データ品質-創業年","データ品質-事業種目","データ品質-設立年月日","データ品質-全省庁統一資格-資格等級","データ品質-全省庁統一資格-営業品目","出典元","出典元-代表者名称","出典元-資本金","出典元-従業員数","出典元-企業規模詳細(男性)","出典元-企業規模詳細(女性)","出典元-事業概要","出典元-WebサイトURL","出典元-創業年","出典元-事業種目","出典元-設立年月日","出典元-全省庁統一資格-資格等級","出典元-全省庁統一資格-営業品目","データ取込頻度","データ取込頻度-代表者名称","データ取込頻度-資本金","データ取込頻度-従業員数","データ取込頻度-企業規模詳細(男性)","データ取込頻度-企業規模詳細(女性)","データ取込頻度-事業概要","データ取込頻度-WebサイトURL","データ取込頻度-創業年","データ取込頻度-事業種目","データ取込頻度-設立年月日","データ取込頻度-全省庁統一資格-資格等級","データ取込頻度-全省庁統一資格-営業品目","最終取得日","最終取得日-代表者名称","最終取得日-資本金","最終取得日-従業員数","最終取得日-企業規模詳細(男性)","最終取得日-企業規模詳細(女性)","最終取得日-事業概要","最終取得日-WebサイトURL","最終取得日-創業年","最終取得日-事業種目","最終取得日-設立年月日","最終取得日-全省庁統一資格-資格等級","最終取得日-全省庁統一資格-営業品目","最終更新日","最終更新日-代表者名称","最終更新日-資本金","最終更新日-従業員数","最終更新日-企業規模詳細(男性)","最終更新日-企業規模詳細(女性)","最終更新日-事業概要","最終更新日-WebサイトURL","最終更新日-創業年","最終更新日-事業種目","最終更新日-設立年月日","最終更新日-全省庁統一資格-資格等級","最終更新日-全省庁統一資格-営業品目"
"2430001032732","株式会社ネットジャパン","ネットジャパン","","","","北海道札幌市中央区北五条西１０丁目１３番地福長ビル１階","0600005","北海道","01","札幌市中央区","101","北五条西１０丁目１３番地福長ビル１階","301","12","0","","代表取締役　斉藤　慎也","","18","14","4","インターネット関連サービス事業","http://www.net-japan.jp/index.html","","G:情報通信業","","","","2019-03-22","2430001032732","政府連携データ","政府連携データ","","","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","","","","法人番号公表サイト","職場情報総合サイト","","","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","","","","日次","日次","","","日次","日次","日次","日次","日次","日次","","","","2025-12-05","2026-02-13","","","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","","","","2025-12-05","2026-02-13","","","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","","",""
"2430001032798","ユニバーサル・システム株式会社","ユニバーサルシステム","","","","北海道札幌市中央区南一条東２丁目６番地","0600051","北海道","01","札幌市中央区","101","南一条東２丁目６番地","301","01","1","","代表取締役　浅野　茂","","56","53","3","システム運用管理、ネットワーク構築、ソフトウェア開発、技術者の派遣","https://www.us-kk.co.jp/","","G:情報通信業","","","","2019-05-13","2430001032798","政府連携データ","政府連携データ","","","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","","","","法人番号公表サイト","職場情報総合サイト","","","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","","","","日次","日次","","","日次","日次","日次","日次","日次","日次","","","","2025-12-05","2026-02-13","","","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","","","","2025-12-05","2026-02-13","","","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","","",""
"2430001033012","株式会社日建設備","","","","","北海道石狩市花川南九条２丁目１４０番地","0613209","北海道","01","石狩市","235","花川南九条２丁目１４０番地","301","01","0","","","","","","","","","","","","","","2015-10-30","2430001033012","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"2430001033152","アイシン設備工業株式会社","","","2025-01-24","21","北海道石狩市厚田区望来３８９番地３９４","0613523","北海道","01","石狩市","235","厚田区望来３８９番地３９４","301","21","0","閉鎖","","","","","","","","","","","","","2025-01-27","2430001033152","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"2430001034547","株式会社ダイソー電気","","","","","北海道札幌市北区新琴似三条５丁目７番１７号","0010903","北海道","01","札幌市北区","102","新琴似三条５丁目７番１７号","301","01","0","","","","","","","","","","","","","","2015-10-30","2430001034547","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"2430001034836","株式会社小林電気通信","コバヤシデンキツウシン","","","","北海道札幌市東区北三十二条東１丁目５番１号","0650032","北海道","01","札幌市東区","103","北三十二条東１丁目５番１号","301","01","1","","","","","","","","","","","","","","2023-04-25","2430001034836","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"2430001035966","ナラサキ産業株式会社","ナラサキサンギョウ","","","","北海道札幌市中央区大通西７丁目３番地１","0600042","北海道","01","札幌市中央区","101","大通西７丁目３番地１","301","12","0","","代表取締役社長兼社長執行役員　　中村　克久","2354000000","421","304","111","電機設備、建築設備、ＦＡ・高機能材料、産業機械・農業施設、建設機械、建設資材、エネルギー 等","http://www.narasaki.co.jp/","","I:卸売業、小売業","1943-10-05","|A|A|","202|203|204|210|211|212|213|215|216|217|218|220|221|224|227|228|229|301|303|304|306|308|309|315","2025-09-03","2430001035966","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","法人番号公表サイト","EDINET","EDINET","EDINET","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","GEPS","GEPS","GEPS","日次","日次","日次","日次","日次","日次","日次","日次","日次","日次","日次","日次","日次","2025-12-05","2025-07-17","2025-07-17","2025-07-17","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-03-12","2026-03-12","2026-03-12","2025-12-05","2025-12-17","2025-12-17","2025-12-17","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-03-12","2026-03-12","2026-03-12"
"2430001036064","白山電設工業株式会社","","","","","北海道札幌市白石区南郷通１４丁目南３番１－９０５号","0030022","北海道","01","札幌市白石区","104","南郷通１４丁目南３番１－９０５号","301","01","0","","","","","","","","","","","","","","2015-10-30","2430001036064","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"2430001036221","環境衛生設備株式会社","","","","","北海道札幌市東区北三十条東２丁目２番１３号","0650030","北海道","01","札幌市東区","103","北三十条東２丁目２番１３号","301","01","0","","","","","","","","","","","","","","2015-10-30","2430001036221","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"2430001036824","ＡｓｓｉｓｔＯｎｅ株式会社","アシストワン","","","","北海道札幌市中央区北五条西６丁目１－２３北海道通信ビル９階","0600005","北海道","01","札幌市中央区","101","北五条西６丁目１－２３北海道通信ビル９階","301","11","0","","","","","","","","","","","","","","2023-08-28","2430001036824","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"2430001038399","株式会社綜合設備工業","ソウゴウセツビコウギョウ","","","","北海道札幌市北区新琴似十一条１４丁目１０番６号","0010911","北海道","01","札幌市北区","102","新琴似十一条１４丁目１０番６号","301","01","1","","","","","","","","","","","","","","2023-06-20","2430001038399","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"2430001039802","カネサキ設備工業株式会社","カネサキセツビコウギョウ","","","","北海道札幌市南区北ノ沢８丁目７番４１号","0050832","北海道","01","札幌市南区","106","北ノ沢８丁目７番４１号","301","01","1","","","","","","","","","","","","","","2022-05-23","2430001039802","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"2430001042319","株式会社中川設備工業","ナカガワセツビコウギョウ","","","","北海道札幌市南区真駒内柏丘１０丁目２番１－９１３号","0050022","北海道","01","札幌市南区","106","真駒内柏丘１０丁目２番１－９１３号","301","01","1","","","","","","","","","","","","","","2022-11-25","2430001042319","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"2430001042467","株式会社江栄電設","コウエイデンセツ","","","","北海道江別市対雁１１５番地７３","0670033","北海道","01","江別市","217","対雁１１５番地７３","301","01","1","","","","","","","","","","","","","","2018-11-29","2430001042467","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"2430001043226","キョウセイ通信技術株式会社","キョウセイツウシンギジュツ","","","","北海道江別市野幌屯田町３３番地の３","0690803","北海道","01","江別市","217","野幌屯田町３３番地の３","301","01","1","","","","","","","","","","","","","","2019-01-25","2430001043226","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"2430001043861","野村電気株式会社","ノムラデンキ","","","","北海道恵庭市戸磯７６番６","0611405","北海道","01","恵庭市","231","戸磯７６番６","301","01","1","","代表取締役　野村　義夫","","","","","","","","","1966-08-11","|D|D|","216|315","2022-12-05","2430001043861","政府連携データ","政府連携データ","","","","","","","","","政府連携データ","政府連携データ","政府連携データ","法人番号公表サイト","GEPS","","","","","","","","","GEPS","GEPS","GEPS","日次","日次","","","","","","","","","日次","日次","日次","2025-12-05","2026-03-12","","","","","","","","","2026-03-12","2026-03-12","2026-03-12","2025-12-05","2026-03-12","","","","","","","","","2026-03-12","2026-03-12","2026-03-12"
